"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",157,0,0.964998482843772,-1.11296807978451,0.770828938210763,1.15916802747678,-1.30299118738992,-0.922944972179099,3.24093935709335
