"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",75,0.01,1.0719101752449,-1.06803148869017,0.887428929659748,0.887428929659748,-1.25036218564372,-1.25036218564372,2.76934696335355
