"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",114,0.00099999999999989,1.01630135335558,-0.719316110542601,0.842994280906302,1.18960842580486,-0.894034551164055,-0.544597669921147,2.33316131964062
