"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",4,0.018,0.95371348526498,-0.951181210176289,0.740726660785852,0.740726660785852,-1.17565630794314,-1.17565630794314,2.81852906356469
