"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",170,0,1.04219484464883,-0.998129751377244,0.825404765263863,0.825404765263863,-1.20536564467262,-1.20536564467262,3.17657008825746
