"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",3,0.0239999999999998,0.970943463738097,-0.893695500426937,0.766945126578821,1.17494180089737,-1.09777892147781,-0.689612079376069,2.7077313940407
