"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",140,0.00099999999999989,1.02488320453252,-0.990520891441262,0.824175308770558,1.22559110029448,-1.20100197714721,-0.78003980573531,3.04537489462449
