"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",80,0.00900000000000012,0.948809036509933,-1.04934789196678,0.74506250897419,0.74506250897419,-1.23957546940385,-1.23957546940385,3.15132032890771
