"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",51,0.0109999999999999,0.872351398730567,-1.06750437093084,0.70126993162788,0.70126993162788,-1.23150404857298,-1.23150404857298,2.94862969960283
