"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",24,0.01,0.879791684253634,-0.889706056734806,0.665905042201255,0.665905042201255,-1.08622914750492,-1.08622914750492,2.5290451502591
