"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",35,0.0170000000000001,0.866168109144223,-1.04821883087187,0.676372302539028,1.05596391574942,-1.23207947492864,-0.8643581868151,3.10466528856039
