"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",181,0,1.19774982893631,-0.984519573559676,1.00743911908441,1.00743911908441,-1.1757177786409,-1.1757177786409,3.83888083155181
