"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",199,0,1.01746536948426,-0.904672230984887,0.82222357081736,1.21270716815116,-1.09480415013136,-0.714540311838412,2.56842308952607
