"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",184,0.00099999999999989,1.01046358819209,-1.01905735458993,0.808983781811539,1.21194339457264,-1.22246877072143,-0.815645938458421,2.94891740888871
