"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","lm",90,0.0169999999999999,1.26354909240562,-1.2000318086695,1.08231228637257,1.44478589843866,-1.38316910892139,-1.0168945084176,3.2363128159882
