"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",104,0.00100000000000011,1.05190948237772,-0.791692842725138,0.854586194226444,0.854586194226444,-0.97179066411181,-0.97179066411181,2.85598553675018
