"","method","id","runtime","b0","b1","b0_lower","b0_upper","b1_lower","b1_upper","pred_mse"
"elapsed","simp_lin_cpp",160,0,1.05720526830252,-1.06035587839527,0.884699212979765,1.22971132362527,-1.24091101031734,-0.879800746473204,3.02896323144846
